codigo,descripcion,categoria,precioPublico,costo,stock
675704,REMERA OVER WAFFLE IPANEMA,REMERAS,"$48.990,00","$19.521,00",1
675913,REMERA OVER WAFFLE TINY,REMERAS,"$49.990,00","$19.521,00",3
675911,REMERA OVER NFL,REMERAS,"$45.990,00","$19.956,00",4
675836,REMERA OVER SILENT,REMERAS,"$48.990,00","$20.390,00",0
675830,REMERA OVER AIRBORN RUNS,REMERAS,"$48.990,00","$20.391,00",0
675837,REMERA OVER BOURBON,REMERAS,"$48.990,00","$20.391,00",1
675835,REMERA OVER COFFEE SHOP,REMERAS,"$47.990,00","$20.391,00",3
675834,REMERA OVER FREE LIVE FEEL,REMERAS,"$48.990,00","$20.391,00",1
675831,REMERA OVER HOTEL & PUB,REMERAS,"$48.990,00","$20.391,00",-1
675832,REMERA OVER MAYFAIR,REMERAS,"$47.990,00","$20.391,00",-2
675833,REMERA OVER SINCE 1989,REMERAS,"$48.990,00","$20.391,00",5
675803,REMERA OVER BAHIA,REMERAS,"$48.990,00","$21.260,00",4
675846,REMERA OVER RAYADA HABANA,REMERAS,"$48.990,00","$21.260,00",0
675807,REMERA OVER OTOMAN VALENCIA,REMERAS,"$48.990,00","$21.304,00",1
846009,REMERA ACID DAVID,REMERAS,"$54.990,00","$21.695,00",4
415901,REMERA LYCRA A VOLUME,REMERAS,"$49.990,00","$21.695,00",5
415903,REMERA LYCRA BIG ISO,REMERAS,"$49.990,00","$21.695,00",4
415902,REMERA LYCRA DIAGONAL,REMERAS,"$49.990,00","$21.695,00",3
155930,REMERA OVER FLAME SEA,REMERAS,"$49.990,00","$21.695,00",1
675915,REMERA OVER WASHED ISO,REMERAS,"$49.990,00","$21.695,00",5
675918,REMERA OVER WASHED PALM,REMERAS,"$49.990,00","$21.695,00",2
705701,REMERA MALDIVAS,REMERAS,"$54.990,00","$23.869,00",4
705702,REMERA V CALIFORNIA,REMERAS,"$54.990,00","$23.869,00",0
705901,REMERA MALVIDAS,REMERAS,"$64.990,00","$26.042,00",8
705913,REMERA AIRBORN FUZZY,REMERAS,"$64.990,00","$26.043,00",5
705920,REMERA AIRBORN VOLUME,REMERAS,"$64.990,00","$26.043,00",3
705918,REMERA CHILL VIBES,REMERAS,"$64.990,00","$26.043,00",5
705917,REMERA CLUB 1989,REMERAS,"$64.990,00","$26.043,00",6
705919,REMERA NEW ORLEANS,REMERAS,"$64.990,00","$26.043,00",6
705915,REMERA SANTA BARA,REMERAS,"$64.990,00","$26.043,00",1
705915,REMERA SANTA BARBARA,REMERAS,"$64.990,00","$26.043,00",1
705914,REMERA WAVY,REMERAS,"$64.990,00","$26.043,00",4
938520,SHORT BAÑO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845714,SHORT DE BAÑO ANCHOR,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
425506,SHORT DE BAÑO ANCLA,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
425509,SHORT DE BAÑO BARCO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
425307,SHORT DE BAÑO BEACH,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425306,SHORT DE BAÑO BIRD,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845713,SHORT DE BAÑO CARGO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",4
845101,SHORT DE BAÑO COMBINADO,SHORT DE BAÑO,"$59.990,00","$21.304,00",10
425303,SHORT DE BAÑO FLORES,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425508,SHORT DE BAÑO FLORES,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
845715,SHORT DE BAÑO HAWAII,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
845308,SHORT DE BAÑO HOJAS,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
425501,SHORT DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",9
845305,SHORT DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",3
845718,SHORT DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425302,SHORT DE BAÑO LISO GASTADO,SHORT DE BAÑO,"$59.990,00","$21.304,00",3
425505,SHORT DE BAÑO PAINT,SHORT DE BAÑO,"$59.990,00","$21.304,00",4
845719,SHORT DE BAÑO PALM,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
425507,SHORT DE BAÑO PALMERAS,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425304,SHORT DE BAÑO PALMERAS,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
425504,SHORT DE BAÑO POLONIO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845716,SHORT DE BAÑO RAYADO,SHORT DE BAÑO,"$59.990,00","$21.304,00",8
425308,SHORT DE BAÑO RAYADO,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
425510,SHORT DE BAÑO RAYAS,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
904303,SHORT PRINT TOUCH,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
845105,TRAJE DE BAÑO,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
844921,TRAJE DE BAÑO ANCLA,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
264919,TRAJE DE BAÑO BASICO,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425101,TRAJE DE BAÑO BEACH,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845108,TRAJE DE BAÑO BIRD,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
844922,TRAJE DE BAÑO FLAMENCO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
844912,TRAJE DE BAÑO FLOR,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
844911,TRAJE DE BAÑO HOJAS,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
264911,TRAJE DE BAÑO HORIZONTAL,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
425102,TRAJE DE BAÑO LEAF,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
264704,TRAJE DE BAÑO LINEN,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
424901,TRAJE DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",2
264908,TRAJE DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",1
844908,TRAJE DE BAÑO LISO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845103,TRAJE DE BAÑO PALM BEACH,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
904503,TRAJE DE BAÑO RAYO,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
904507,TRAJE DE BAÑO STRIPES,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
264705,TRAJE DE BAÑO STRIPES LINEN,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
844909,TRAJE DE BAÑO TROPICAL,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
264914,TRAJE DE BAÑO VERTICAL,SHORT DE BAÑO,"$59.990,00","$21.304,00",0
845901,TRAJE DE BAÑO GALAPAGOS,SHORT DE BAÑO,"$59.990,00","$21.695,00",10
425902,TRAJE DE BAÑO NET,SHORT DE BAÑO,"$59.990,00","$21.695,00",16
425701,TRAJE DE BAÑO OASIS,SHORT DE BAÑO,"$59.990,00","$25.652,00",2
425901,TRAJE DE BAÑO JERI,SHORT DE BAÑO,"$59.990,00","$26.043,00",33
360001,SWEATER BASIC CON PITUCONES,SWEATERS,"$114.000,00","$32.565,00",2
525401,SWEATER COMBINADO,SWEATERS,"$114.000,00","$32.565,00",2
365101,SWEATER CON PITUCONES,SWEATERS,"$114.000,00","$32.565,00",1
375003,SWEATER CRUZ,SWEATERS,"$114.000,00","$32.565,00",0
845015,SWEATER CUELLO O,SWEATERS,"$114.000,00","$32.565,00",0
375002,SWEATER DAD,SWEATERS,"$114.000,00","$32.565,00",1
525206,SWEATER ELASTIZADO,SWEATERS,"$114.000,00","$32.565,00",0
845016,SWEATER ESCOTE V,SWEATERS,"$114.000,00","$32.565,00",0
155404,SWEATER LIVIANO,SWEATERS,"$114.000,00","$32.565,00",8
520006,SWEATER LUNARES,SWEATERS,"$114.000,00","$32.565,00",5
525204,SWEATER LUNARES,SWEATERS,"$114.000,00","$32.565,00",2
205403,SWEATER MEDIO CIERRE SERIDO,SWEATERS,"$114.000,00","$32.565,00",4
205404,SWEATER MELANGE,SWEATERS,"$114.000,00","$32.565,00",3
375001,SWEATER O,SWEATERS,"$114.000,00","$32.565,00",1
364901,SWEATER O BASIC,SWEATERS,"$114.000,00","$32.565,00",2
364801,SWEATER O BASIC,SWEATERS,"$114.000,00","$32.565,00",0
365001,SWEATER O BASIC,SWEATERS,"$114.000,00","$32.565,00",-1
205201,SWEATER O BASIC LANA,SWEATERS,"$114.000,00","$32.565,00",2
525203,SWEATER O COMBINADO,SWEATERS,"$114.000,00","$32.565,00",-1
365602,SWEATER PINTUCONES,SWEATERS,"$114.000,00","$32.565,00",3
525201,SWEATER POLERA,SWEATERS,"$114.000,00","$32.565,00",2
365401,SWEATER TRENZA,SWEATERS,"$114.000,00","$32.565,00",4
375009,SWEATER TRICOLOR,SWEATERS,"$114.000,00","$32.565,00",1
205202,SWEATER V BASIC LANA,SWEATERS,"$114.000,00","$32.565,00",7
525603,SWEATER V VIVO COMBINADO,SWEATERS,"$114.000,00","$32.565,00",0
520007,SWEATER VIVO COMBINADO ROD,SWEATERS,"$114.000,00","$32.565,00",3
375010,CAMPERA DAD,SWEATERS,"$114.000,00","$34.304,00",2
205402,CAMPERA SERIDO,SWEATERS,"$114.000,00","$34.304,00",5
520003,SWEATER CAMPERA,SWEATERS,"$114.000,00","$34.304,00",5
520002,SWEATER MEDIO CIERRE,SWEATERS,"$114.000,00","$34.304,00",1
175801,SWEATER PANAL CAINE,SWEATERS,"$114.000,00","$34.347,00",1
525602,SWEATER LISO O CANADA,SWEATERS,"$114.000,00","$34.739,00",3
175802,SWEATER DEAN,SWEATERS,"$114.000,00","$38.695,00",4
525805,SWEATER OVER DELON RAYADO,SWEATERS,"$114.000,00","$38.695,00",2
520001,SWEATER V BASIC,SWEATERS,"$114.000,00","$38.695,00",21
520004,SWEATER BASICO CUELLO O,SWEATERS,"$114.000,00","$43.043,00",11
525607,SWEATER RAGLAN EVEREST,SWEATERS,"$114.000,00","$43.043,00",2
525701,SWEATER RAYADO POLINESIA,SWEATERS,"$114.000,00","$43.043,00",2
935601,SWEATER BARILOCHE,SWEATERS,"$119.990,00","$52.130,00",3
205801,SWEATER O HESTON,SWEATERS,"$128.990,00","$56.086,00",0
365801,SWEATER ZIP GRANT,SWEATERS,"$128.990,00","$56.986,00",9
